handle,title,description,categories,crosspromotecategory,istaxable,isactive,isfeatured,shippingmethod,shippingfee,shippingfeeadditional,handlingfee,handlingfeeadditional,shippingfee_int,shippingfeeadditional_int,handlingfee_int,handlingfeeadditional_int,shippingfee_custom,shippingfeeadditional_custom,handlingfee_custom,handlingfeeadditional_custom,optionname1,optionname2,optionname3,optionname4,optionname5,optionvalue1,optionvalue2,optionvalue3,optionvalue4,optionvalue5,variantid,variant_name,weight,price,saleprice,sku,trackinventory,allowpurchase,stocklevel,seo_pagetitle,seo_keywords,seo_description,images
c-grofvenor-tavern-sign,C Grofvenor Tavern Sign,Wonderful Reproduction of Old Tavern Sign<br>  Hand-Painted - USA,"81940, 303052,",false,true,true,false,calculated,,,,,,,,,,,,,,,,,,,,,,,2983910,default,8.00,245.00,,GROF,true,false,1,Hand-Painted Tavern Sign,Tavern Sign by artist Kathy Graybill,Tavern Sign by artist Kathy Graybill,http://cdn.highwire.com/2813973.jpg
angstadt-star-5-table-square,Angstadt Star #5 Table Square,"<div>	 Reproduced pattern of Jacob Angstadt from late 1700's originally woven in Lewisburg, PA.<strong></strong></div>  Cotton/acrylic, mach wash: cold & dry: med <br>  Table Square New Size 46"" x 46""<br> <br> There are a couple of the old size left - 40"" x 40""<br>","81942,",false,true,true,false,calculated,,,,,,,,,,,,,,,,,,,,,,,3910486,"Antique White/Antique White 46"" x 46""",1.00,34.00,,ANG-SQ-AW-AW,true,false,1,Angstadt Star #5 Table Square,Angstadt Star #5 Table Square,Angstadt Start #5 Table Square - Historic Pattern from 1700's ,"http://cdn.highwire.com/2646968.jpg, http://cdn.highwire.com/2646967.jpg"
angstadt-star-5-table-square,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2811165,"Black/Linen 46"" x 46""",1.00,34.00,,ANG-SQ-Black,true,true,-1,,,,
angstadt-star-5-table-square,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3910480,"Brown/Linen 46"" x 46""",1.00,34.00,,ANG-SQ-Brown,true,true,-1,,,,
angstadt-star-5-table-square,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2811163,"Linen/Linen 46"" x 46""",1.00,34.00,,ANG-SQ-Linen,true,true,1,,,,
primitive-feedsack-bags,Primitive Feedsack Bags,"Made from old feed sacks, tobacco sticks & leather straps.  Very Primitive!<br> These hanging bags are great for everyday or holiday decorating.<br> Choose w/advertising on front, i.e Beamis, with strips or just plain old feedsack.<br> Sizes vary - approximately 16-18 x 12-15","160560,",false,true,true,false,calculated,,,,,,,,,,,,,,,,,,,,,,,2784105,BEAMIS,3.00,32.00,,FEED-ADV,true,false,0,"primitive old feed sack bags, tobacco sticks & leather straps","primitive old feed sack bags, tobacco sticks & leather straps","primitive old feed sack bags, tobacco sticks & leather straps","http://cdn.highwire.com/2624665.jpg, http://cdn.highwire.com/2624666.jpg"
primitive-feedsack-bags,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2784109,PLAIN,3.00,32.00,,FEED-PLAIN,true,false,0,,,,
primitive-feedsack-bags,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2784110,STRIPES,3.00,32.00,,FEED-STRIPE,true,false,0,,,,
tin-lamp-wshade,Tin Lamp w/Shade,"Aged Tin w/Weighted Bottom<br> Two Lights - Up To 60 Watts Each<br> 17.5"" Tall","81943,",false,true,true,false,calculated,,,,,,,,,,,,,,,,,,,,,,,2780606,default,6.00,165.00,,HW_46C0AA5C,true,false,0,Primitive Aged Tin Lamp w/Shade,Primitive Aged Tin Lamp w/Shade,Primitive Aged Tin Lamp w/Shade,http://cdn.highwire.com/2624095.jpg
harbor-scene,HARBOR SCENE,"Original Painting - Canvas On Board<br> Measures - 18"" x 14""<br> Lovely Folk Painting!","81940,",false,true,true,false,calculated,,,,,,,,,,,,,,,,,,,,,,,2780599,default,4.00,195.00,,JA-HARBOR,true,false,1,Folk Harbor Scene - Original Painting - Canvas On Board,Folk Harbor Scene - Original Painting - Canvas On Board,Folk Harbor Scene - Original Painting - Canvas On Board,http://cdn.highwire.com/2624088.jpg
george-washington-watercolor,George Washington Watercolor,"Watercolor Print - Looks Like An Original!!<br> Black Frame Measures 15.5"" x 12.5""","81940,",false,true,true,false,calculated,,,,,,,,,,,,,,,,,,,,,,,2780593,WASHINGTON,3.00,155.00,,JT-WASHINGTON,true,false,1,George Washington Watercolor,George Washington Watercolor,George Washington Watercolor,http://cdn.highwire.com/2624080.jpg
tombstone-angel-wheart-1,Tombstone Angel w/Heart - Small,"Another great angel!<br />9"" Wingspan","81940, 160560,",false,true,false,false,calculated,,,,,,,,,,,,,,,,,,,,,,,2780561,default,1.00,36.95,,TA-HEART9,true,false,0,Tombstone Angel w/Heart,Tombstone Angel w/Heart,Tombstone Angel w/Heart,http://cdn.highwire.com/2624045.jpg
tombstone-angel-wheart,Tombstone Angel w/Heart - Large SOLD,"Awesome!<br />15"" Wingspan<br />Handmade USA","81940, 160560,",false,true,false,false,calculated,,,,,,,,,,,,,,,,,,,,,,,2780555,default,2.00,48.95,,TA-15Heart,true,false,0,Tombstone Angel w/Heart,Tombstone Angel w/Heart,Tombstone Angel w/Heart,http://cdn.highwire.com/2624036.jpg
primitive-tulips,Primitive Tulips,"These are the greatest spring primitive accent!<br>  Available in Red, Gold & White<br>  Felted Wool","81940, 160560, 233857,",false,true,false,false,calculated,,,,,,,,,,,,,,,,,,,,,,,2780534,RED,1.00,4.00,,TULIPS-RED,true,false,6,"Primitive red, gold, white tulips","Primitive red, gold, white tulips","Primitive red, gold, white tulips","http://cdn.highwire.com/2624011.jpg, http://cdn.highwire.com/2624024.jpg"
primitive-tulips,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2780537,GOLD,1.00,4.95,4.00,TULIPS-GOLD,true,false,6,,,,
primitive-tulips,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2780540,WHITE,1.00,4.95,4.00,TULIP-WHITE,true,false,6,,,,
colonial-wall-box,Colonial Wall Box-SOLD,"Whale Tail Design<br />Comb Painted - Mustard-Yellow Over Black - Great Color! <br />Milk Paint<br />13.5"" x 8"" x 4.5"" deep<br />Nice small box with a lot of detail!","191402,",false,true,false,false,calculated,,,,,,,,,,,,,,,,,,,,,,,2780400,default,4.00,59.00,,SC-WHALEBOX,true,false,0,"Colonial Whale Tail Candle/Wall Box - Yellow/Black Comb-Painted Design, Milk Paint","Colonial Whale Tail Candle/Wall Box - Yellow/Black Comb-Painted Design, Milk Paint","Colonial Whale Tail Candle/Wall Box - Yellow/Black Comb-Painted Design, Milk Paint",http://cdn.highwire.com/2623797.jpg
dome-top-candlewall-box,Dome Top Candle/Wall Box -SOLD,Pumpkin Over Black Milk Paint Finish With Combing Design<br />Lovely Colonial Piece!<br />17 x 8.5 x 5 Deep,"191402,",false,true,false,false,calculated,,,,,,,,,,,,,,,,,,,,,,,2780388,default,8.00,69.00,,SC-DOMETOP,true,false,0,"Colonial Candle Box, Milk Paint with Comb-painted design, pumpkin over black","Colonial Candle Box, Milk Paint with Comb-painted design, pumpkin over black","Colonial Candle Box, Milk Paint with Comb-painted design, pumpkin over black",http://cdn.highwire.com/2623769.jpg
candle-shelf,Colonial Candle Shelf,Milk Paint Finish - Reddish brown over brown.<br />17 x 10 x 9.5 Deep<br />Finely crafted colonial design,"191402,",false,true,false,false,calculated,,,,,,,,,,,,,,,,,,,,,,,2780378,default,6.00,69.00,,SC-CANDLESHELF,true,false,0,Milk Painted Candle Shelf - Colonial Design - Red/Brown,Milk Painted Candle Shelf - Colonial Design - Red/Brown,Milk Painted Candle Shelf - Colonial Design - Red/Brown,http://cdn.highwire.com/2623760.jpg
innkeeper-cubby-with-drawers,Innkeeper Cubby With Drawers,"Black Over Red Aged Painted Finish<br> Two Drawers<br> 30"" x 12"" x 4""","160431, 191402,",false,true,true,false,calculated,,,,,,,,,,,,,,,,,,,,,,,2780214,default,12.00,185.00,115.00,INN-CUBBY,true,false,0,Black Wood Primitive Wall Cubby/Plate Holder with drawers,Black Wood Primitive Wall Cubby/Plate Holder with drawers,Black Wood Primitive Wall Cubby/Plate Holder with drawers,http://cdn.highwire.com/2623577.jpg
small-primitive-lamp-wmirror,Small Primitive Lamp w/Mirror,Great for a small table or anyplace you need a little light!<br> Mirror Reflector w/primitive aged tin finish.<br> Up to 60 watt bulb.,"81943,",false,true,true,false,calculated,,,,,,,,,,,,,,,,,,,,,,,2779085,default,8.00,70.00,,HW_22462CFD,true,false,2,Primitive aged tin lamp with mirror reflector,Primitive aged tin lamp with mirror reflector,Primitive aged tin lamp with mirror reflector,http://cdn.highwire.com/2621499.jpg
primitive-reflector-light,Primitive Reflector Light,Great Little Primitive Lamp with reflector.<br>  Up to 60 watt bulb<br>  Primitive Aged Tin,"81943,",false,true,true,false,calculated,,,,,,,,,,,,,,,,,,,,,,,2779082,default,6.00,115.00,,HW_BB9A8893,true,false,0,Primitive Aged Tin Reproduction Lamp with Reflector,Primitive Aged Tin Reproduction Lamp with Reflector,Primitive Aged Tin Reproduction Lamp with Reflector,http://cdn.highwire.com/2621488.jpg
parchessi-board,Parchessi Board,"Hand-Painted Game Board<br> Wonderful combination of blue, red, black & mustard!<br> Painted on wood with breadboard ends.","81940,",false,true,true,false,flat,19.00,19.00,0.00,0.00,19.00,19.00,0.00,0.00,19.00,19.00,0.00,0.00,,,,,,,,,,,2779049,default,12.00,295.00,,KG-Parchessi,true,true,1,Hand Painted Game Board,Hand Panted Parchessi Gameboard,Hand Panted Parchessi Gameboard,http://cdn.highwire.com/2621465.jpg
hand-painted-hooked-rugs-sign,Hand-Painted Rug Hooking Signs,"<p>	 Must have!!! Wonderful Signs</p><p>	   19"" x 26""</p><p>	 Hand-Painted on Wood</p>","81940, 81945,",false,true,true,false,flat,19.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,,,,,,,,,,,7793022,Folk Bird,12.00,235.00,,HW_13E74FD4,true,true,1,Rug Hooking Sign,Rug Hooking Sign,Rug Hooking Sign,"http://cdn.highwire.com/2621438.jpg, http://cdn.highwire.com/1718441-dscf2624.jpg"
hand-painted-hooked-rugs-sign,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2779032,Penny,12.00,235.00,,PENNY,true,true,0,,,,
vander-hayden-sign,VanDer Hayden Sign,Hand-Painted Sign<br> Reproduction of Antique Sign Dated 1796<br> VanDer Hayden - Picturing George Washington on Horse,"81940, 303052,",false,true,false,false,flat,30.00,30.00,0.00,0.00,30.00,30.00,0.00,0.00,30.00,30.00,0.00,0.00,,,,,,,,,,,2778947,default,15.00,395.00,,KG-VanderHayden,true,true,0,Reproduction  Hand-Painted Sign - Vander Hayden,Reproduction Sign Vander Hayden,Reproduction Sign George Washington ,http://cdn.highwire.com/2621307.jpg
grid-4-herringbone-weave-table-square-throw-1,Grid #4 Herringbone Weave Table Square & Throw,"This pattern is discontinued - quantities limited to those show in drop down<br>Cotton/acrylic, mach wash: cold, dry: med<div>	Reproduced from an original and woven in original twill weave</div><div>	structure.  Very soft. Looks great at the foot of the bed.</div> <br> Table Square Size - 50"" x 50""<br> Throw Size 50"" x75""<br>","81942,",false,true,true,false,calculated,,,,,,,,,,,,,,,,,,,,,,,2778914,Square 50x50 Blue/Linen,2.00,36.00,,Grid 3 Blue,true,false,0,Newly woven historic grid #4 herringbone weave throw or table square,"Newly woven historic herringbone weave throw or table square in three colors linen, umber or brown","Newly woven historic herringbone weave throw or table square in three colors linen, umber or brown","http://cdn.highwire.com/2621242.jpg, http://cdn.highwire.com/2621245.jpg"
grid-4-herringbone-weave-table-square-throw-1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2778898,Square - 50x50 - Black/Linen,2.00,36.00,,Grid 3-Black,true,false,0,,,,
grid-4-herringbone-weave-table-square-throw-1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2778900,Square - 50x50 - Brown/Linen,2.00,36.00,,Grid 3-Brown,true,false,2,,,,
grid-4-herringbone-weave-table-square-throw-1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2778901,Square - 50x50 - Brick/Linen,2.00,36.00,,Grid 3-Brick,true,false,0,,,,
grid-4-herringbone-weave-table-square-throw-1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2778902,Throw - 50x75 - Brick/Antique White,3.00,40.00,,Grid 3T-Brick,true,false,0,,,,
grid-4-herringbone-weave-table-square-throw-1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2778903,Throw 50x75 Green/Antique White,3.00,40.00,,Grid 3T-Green,true,false,0,,,,
grid-4-herringbone-weave-table-square-throw-1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2778904,Throw - 50x75 Blue/Antique White,3.00,40.00,,Grid 3-Blue,true,false,0,,,,
grid-4-herringbone-weave-table-square-throw-1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2778899,Throw - 50x75 - Black/Antique White,3.00,40.00,,Grid 3T-Black,true,false,0,,,,
settlement-book-1,Settlement Book,"214 pages, 500 photos - full color<br />Features 16 early &amp; primitive homes folk artist Jill Peterson.<br />If you loved Jill's first edition - this one is even better!&nbsp;","290969,",false,true,false,false,flat,9.00,9.00,0.00,0.00,9.90,9.90,0.00,0.00,9.90,5.00,0.00,0.00,,,,,,,,,,,2408771,default,1.00,36.00,,JP-2,true,false,0,New Folk art primitive homes book,primitive homestead book,primitive homestead book,http://cdn.highwire.com/2390200.jpg
seven-snowballs-for-seven-pines-table-square,Seven Snowballs for Seven Pines Table Square - Discontinued - Just a few left,"<span style=""text-decoration: underline;""></span><p>	  Table Square 47x52 - Fringed on all four sides - Wonderful double woven pattern!</p><div>	  Cotton/acrylic, mach wash: cold, dry: med</div>","81942,",false,true,true,false,calculated,,,,,,,,,,,,,,,,,,,,,,,2401646,BLACK/LINEN,2.20,52.00,,SEVEN SNOWBALLS-BK,true,true,0,Seven Snowballs for Seven Pines Table Square,Seven Snowballs for Seven Pines Table Square w/fringed edges.,New Seven Snowballs for Seven Pines Table Square available in a variety of colors,"http://cdn.highwire.com/2620972.jpg, http://cdn.highwire.com/2620973.jpg, http://cdn.highwire.com/2379485.jpg, http://cdn.highwire.com/2623885.jpg, http://cdn.highwire.com/2887981.jpg"
seven-snowballs-for-seven-pines-table-square,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8042987,BROWN/LINEN,1.00,52.00,,HW_8CE1BDCB,true,true,1,,,,
wool-green-windowpane-plaid,Green Plaid,"100% Wool<br />60"" Width","82024,",false,true,false,false,calculated,,,,,,,,,,,,,,,,,,,,,,,1788873,Half Yard,1.00,11.00,,101,true,false,0,New Wool Fabric,Wool fabrictextured wool,Wool Fabric,http://cdn.highwire.com/2621555.jpg
wool-green-windowpane-plaid,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2779525,One Yard,1.00,22.00,,101YD,true,false,0,,,,
wool-light-brown-check,Mousy Brown Check,100% Wool - Unwashed<br> Mousy Brown Check<br> Over-dye possiblities unlimited!,"82024,",false,true,true,false,flat,6.00,0.85,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,,,,,,,,,,,1788871,One Yard,0.50,22.00,,HW_D3113D53,true,false,2,New Wool Fabric,Wool fabrictextured wool,Wool Fabric,http://cdn.highwire.com/1848182.jpg
wool-natural,Natural,100% Wool - Unwashed<br> Wonderful fluffy natural wool <br><br>,"82024,",false,true,true,false,flat,6.00,0.85,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,,,,,,,,,,,1788865,One Yard,1.00,23.00,,HW_2F5F2907,true,false,4,New Wool Fabric,Wool fabrictextured wool,Wool Fabric,http://cdn.highwire.com/1848176.jpg
wonderful-stripe-wine-green-cream-mustard-brown,Autumn Stripe,100% Wool - Unwashed<br />Wine/Green/Cream/Mustard/Brown<br />Great cut either with the stripe and mixed in the same rug or against the stripe as a background!,"82024,",false,true,false,false,calculated,,,,,,,,,,,,,,,,,,,,,,,1788721,One Yard,1.00,22.00,,101,true,false,4,New Wool Fabric,Wool fabrictextured wool,Wool Fabric,http://cdn.highwire.com/1847945.jpg
chairs,Woodstock Chair,<p>	Matching piece to Woodstock settle - Great Make-Do!</p>,"234126, 447925,",false,true,true,false,calculated,,,,,,,,,,,,,,,,,,,,,,,1786047,default,0.00,0.00,,CHAIRS,false,false,10000,,,,http://cdn.highwire.com/1292401-19.jpg
stick-spatter-serving-plate,Stick Spatter Serving Plate,Beautiful condition with just a little age grazing.<br> Petrus Regout - Holland,"81941,",false,true,true,false,calculated,,,,,,,,,,,,,,,,,,,,,,,1783948,default,2.00,125.00,,SPONGE PLATTER,true,false,1,Antique Spongeware Platter from Holland,spongeware Petrus RegoutDutch,Antque spongeware platter from Holland,http://cdn.highwire.com/1840059.jpg
tobacco-cloth-curtains,Tobacco Cloth Curtains,"<p>	                          Our tobacco cloth curtains are hand-woven in the USA.  All sizes are in stock.</p><br><p>	                            Tobacco cloth is a lightweight, thin loosely woven fabric with cotton in plain weave similar to cheesecloth. Used as shade covering for tobacco plants, crinoline, tea bags, bandages and curtains etc... Tobacco cloth is a very old fabric with a lot of whimsy. Try hanging cloth on a piece of jute instead of a rod. A great primitive look!</p> <br>                             Can be used at loom state and dry-cleaned or soak in cold water and air dry for a crinkled more primitive look.  For maximum shrinkage wash in warm water and dry in warm dryer.  Tab on bottom of panel for left or right tie up. <br> <br>                             Three panel length choices plus pin-up valance:<br>                             46""x54"" Loom state size - Good for 45"" window<br>                             46""x72"" Loom state size - Good for 63"" window   <br>                             46""x93"" Loom state size - Good for 84"" window<br>                            50""x20"" Loom state size -  Valance - Six tabs across top for pinning up. Two shown in photo over bed<br><br>                            Also available tobacco cloth by the yard -- see separate product in this category.","81942,",false,true,true,false,flat,5.60,1.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,,,,,,,,,,,1783260,"Short -46""x54"" - Good for 45"" window",0.30,32.00,,TC Curtain Short,true,true,2,Tobacco Cloth Curtains,tobacco cloth curtainsprimitive curtainscountry curtains,"Tobacco cloth curtains have a tab on either side to swag up in your desired direction.  Very primitive look.  Tobacco cloth is a lightweight, thin loosely woven fabric with cotton in plain weave similar to cheesecloth. Used as shade covering for tobacco plants, crinoline, tea bags, bandages and curtains etc... Tobacco cloth is a very old fabric with a lot of whimsy. A great primitive look!","http://cdn.highwire.com/2621543.jpg, http://cdn.highwire.com/1290201-tobaccovalanceroom.jpg"
tobacco-cloth-curtains,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1783253,"Medium-46""x72"" - Good or 63"" window",0.30,39.00,,TC Curtain Medium,true,true,-2,,,,
tobacco-cloth-curtains,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1783261,"Long-46""x93"" - Good for 84"" window",0.30,46.00,,TC Curtain Long,true,true,5,,,,
tobacco-cloth-curtains,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6625707,Valance - 50 x 20,0.30,16.00,,TC-VALANCE,true,true,17,,,,
tombstone-angel-1,Tombstone Angel,"Design hand-drawn on primitive unbleached linen<br>  Approximate Size - 15"" x 24""<br>  Original design by Carol Naab","81946,",false,true,true,false,calculated,,,,,,,,,,,,,,,,,,,,,,,1783061,Tombstone Angel,2.00,26.00,,HR-112,false,true,10000,Hooked rug pattern tombstone angel,new hooked rug pattern drawn on primitive unbleached linenhooked rug designs by Carol Naab,hooked rug pattern drawn on linen,http://cdn.highwire.com/1838905.jpg
fraktur-table-square-pattern,Fraktur Table Square,"Design hand-drawn on primitive unbleached linen<br> Approximate Size - 24"" x 24""<br> Original design by Carol Naab","81946,",false,true,true,false,calculated,,,,,,,,,,,,,,,,,,,,,,,1783040,Fraktur Square,2.00,38.00,,HR-111,true,true,0,Hooked rug pattern fraktur design,new hooked rug pattern drawn on primitive unbleached linenhooked rug designs by Carol Naab,hooked rug pattern drawn on linen,"http://cdn.highwire.com/1838884.jpg, http://cdn.highwire.com/1838883.jpg"
nine-star-fancy-coverlet-twin,Nine Star Fancy Coverlet - Twin - SALE,"<p>	   DISCONTINUED PATTERN-ONE LEFT IN BRICK ONLY - SALE $95.00 (price will appear in cart)</p><p>	    Twin Size - 64"" x 98""</p>    Machine Wash Cold, Dry Medium<br> <br>","81942, 160431,",false,true,false,false,calculated,,,,,,,,,,,,,,,,,,,,,,,1782781,Brick Twin Size,5.00,130.00,95.00,NINE STAR-BRICK,true,false,0,Nine Star Fancy Twin Coverlet,Nine Star Fancy Twin CoverletReproduction - Historic Pattern,"Twin Size reproduction coverletBlue, Black, Brown, BrickMachine Washable",http://cdn.highwire.com/1838470.jpg
waistband-shams,Waistband Shams,"Limited Stock - Discontinued - 25% off any 2 of the same color<br> <br> Standard Size Shams<br> Colors Match Coverlets & Blankets<br> Crocheted Detail and Button Closure<br> Cotton/Acrylic, Machine Wash/Dry","81942,",false,true,false,false,calculated,,,,,,,,,,,,,,,,,,,,,,,1718742,Brown,0.50,45.00,33.75,BRSham,true,false,0,New Woven Pillow Shams,standard size pillow shams,new pillow shams from historic design,"http://cdn.highwire.com/1756283.jpg, http://cdn.highwire.com/1756284.jpg"
waistband-shams,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1718744,Brick,0.50,45.00,33.75,BKSham,true,false,0,,,,
waistband-shams,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1718743,Linen,0.50,45.00,,LNSham,true,false,0,,,,
waistband-shams,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1718740,Blue ,0.50,45.00,,BLSham,true,false,0,,,,
fraktur-table-square,Fraktur Table Square,"<p>	This item is discontinued only a few left - see drop down. ONLY ONE LINEN/LINEN LEFT</p><p>	Table Square - 33"" x 33""<br>	 Cotton/acrylic, Jacquard Twill Weave</p>","81942,",false,true,true,false,flat,4.60,4.60,0.00,0.00,4.60,4.60,0.00,0.00,4.60,4.60,0.00,0.00,,,,,,,,,,,1359383,FRAK-LINEN/LINEN,1.00,24.95,,FRAK-LINEN,true,false,0,Fraktur Design Table Square Jacquard Design Weave,Fraktur Design Table Square Jacquard Design Weave,Fraktur Design Table Square Jacquard Design Weaveavailble in a variety of colors,"http://cdn.highwire.com/2620991.jpg, http://cdn.highwire.com/1481428.jpg, http://cdn.highwire.com/1481429.jpg, http://cdn.highwire.com/1481430.jpg, http://cdn.highwire.com/2620990.jpg"
whalers-single-lamp,Whalers Single Lamp,"Primitive Aged Finish,  16"" Tall<br> Electric - uses one candle bulb<br> Adaptation of a whalers lamp<br> <br>","81943,",false,true,true,false,calculated,,,,,,,,,,,,,,,,,,,,,,,1261815,default,3.00,155.00,,HW_EBADD2E8,true,true,1,Primitive aged finish on tin whalers reproduction lamp,Primitive aged finish on tin whalers reproduction lamp,Primitive aged finish on tin whalers reproduction lamp,"http://cdn.highwire.com/1360761.jpg, http://cdn.highwire.com/1360762.jpg"
pipe-box-with-drawer,Pipe Box With Drawer,"Black over Brown Paint<br>  21"" tall; 5.5"" deep; 5"" wide<br><br>","191402,",false,true,true,false,calculated,,,,,,,,,,,,,,,,,,,,,,,1261784,default,3.00,125.00,75.00,HW_95185CBA,true,false,1,Wood Primitive Black/Brown Pipe Box with drawer,Wood Primitive Black/Brown Pipe Box with drawer,Wood Primitive Black/Brown Pipe Box with drawer,http://cdn.highwire.com/1360724.jpg
homecoming-book,Homecoming Book,"153 pages, 350 photos - full color<br />Showing eleven homes in their entirety by folk artist Jill Peterson.<br />Another awesome book by Jill!&nbsp;&nbsp;","290969,",false,true,false,false,flat,9.00,9.00,0.00,0.00,9.90,9.90,0.00,0.00,9.90,5.00,0.00,0.00,,,,,,,,,,,1259828,default,1.00,36.00,,JP-3,true,false,0,New Folk art primitive homes book,primitive homestead book,primitive homestead book,http://cdn.highwire.com/2390192.jpg
americana-collection,Americana Collection,By Polly Minick<br> Includes all the basics plus wonderful Americana projects<br> Full color,"82025,",false,true,true,false,flat,3.00,3.00,0.00,0.00,3.00,3.00,0.00,0.00,3.00,3.00,0.00,0.00,,,,,,,,,,,1206340,default,0.00,24.95,,RH-Minick,true,false,1,Book Rug Hooking,,,http://cdn.highwire.com/1314307.jpg
folky-primitive-cat,Folky Primitive Cat,"Black Cat with rusty bell around neck<br> Aged black cloth - stitched eyes, nose & mouth<br> 14 inches tall<br> Wouldn't he look cute in your chair!<br>","81940,",false,true,false,false,calculated,,,,,,,,,,,,,,,,,,,,,,,1198707,default,1.00,29.95,,CAT,true,false,1,"Hand made primitive black cat with stitched eyes, nose & mouth","Hand made primitive black cat with stitched eyes, nose & mouth","Hand made primitive black cat with stitched eyes, nose & mouth",http://cdn.highwire.com/1304773.jpg
stencil-box-set-mustardblack,Stencil Box Set - Mustard/Black,"Wonderful set of stenciled boxes in mustard, black & dirty white<br> 3 oval boxes - Smallest 7x5x3 inches, Medium 8.5x6.5x4 inches, Largest 10x7.5x5 inches.<br> Stenciled all around as well as on the cover. <br>","81940,",false,true,true,false,calculated,,,,,,,,,,,,,,,,,,,,,,,1198594,default,1.50,49.50,,Box Set Mustard,true,false,0,New Stenciled set of stacking boxes,"Historic stencil designs on set of stenciled boxes - mustard, black, dirty white","set of stenciled boxes - mustard, black, dirty white",http://cdn.highwire.com/1304608.jpg
tin-ceiling-light-wshade,Tin Ceiling Light w/Shade,Double Ceiling Light - Available Two Sizes<br> Primitive Aged Tin<br> Ceiling Plate & Extention Hooks Included<br> Uses up to 60 watt candle bulbs,"81943,",false,true,true,false,calculated,,,,,,,,,,,,,,,,,,,,,,,1048423,"Large - 21""x12""",4.00,185.00,,328,true,true,1,New Reproduction Tin Light,Aged Tin Ceiling light,Primitive aged tin ceiling light fixture with candle bulbs,"http://cdn.highwire.com/1117684.jpg, http://cdn.highwire.com/1117685.jpg"
tin-ceiling-light-wshade,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1048424,"Small - 21"" x 8.5""",3.00,165.00,,329,true,true,1,,,,
fluted-pan-ceiling-light,Fluted-Pan Ceiling Light,Tin - Primitive Aged Finish<br> 12.5 inches x 8.5 inches<br> Wattage: Takes up to 60 watt bulbs<br> Ceiling Plate & Extension Hooks Included<br>,"81943,",false,true,true,false,calculated,,,,,,,,,,,,,,,,,,,,,,,1048319,default,3.00,122.00,,C-313,true,false,1,New Reproduction Tin Ceiling Light,Tin pan ceiling lamp Primititve aged finish,Historic primitive aged tin light fixture,http://cdn.highwire.com/1117564.jpg
double-table-lamp,Double Table Lamp,Tin - Primitive Aged Finish<br> 25 inches by 12 inches<br> Wattage: Takes up to 60 watt bulbs,"81943,",false,true,true,false,calculated,,,,,,,,,,,,,,,,,,,,,,,1048307,default,5.00,145.00,,TL-418,true,true,1,New Reproduction Tin Table Lamp,Tin table lamp Primititve aged finish,Historic primitive aged tin lamp,http://cdn.highwire.com/1117542.jpg
transfer-pen-iron-on,Transfer Pen-Iron On,Transfer design in two easy steps.  Draw design on paper & iron on.,"81950,",false,true,true,false,flat,2.00,1.00,0.00,0.00,2.00,2.00,0.00,0.00,0.00,0.00,0.00,0.00,,,,,,,,,,,1026836,default,0.25,4.50,,Sulky Pen,true,true,5,iron on transfer pen,iron on transfer pen,iron on transfer pen,
weavers-cloth,Weavers Cloth,"Draw your own punch needle patterns or transfer a design using the Sulky Iron-on transfer pen<br />36"" x 44"" - Khaki or Natural","81950,",false,true,true,false,flat,5.65,2.00,0.00,0.00,5.65,5.65,0.00,0.00,0.00,0.00,0.00,0.00,,,,,,,,,,,1026822,Khaki Weavers Cloth,1.00,7.95,,WC-Khaki,true,true,8,New Weavers Cloth Punch needle fabric,New Weavers Cloth Punch needle fabric,New Weavers Cloth Punch needle fabric,
